IATA,ICAO,Name,
"GDX","UHMM","Sokol Airport",
"GDZ","URKG","Gelendzhik Airport",
"GEA","NWWM","Noum??a Magenta Airport",
"GEB","WAMJ","Gebe Airport",
"GED","KGED","Delaware Coastal Airport",
"GEE","YGTO","George Town Aerodrome",
"GEF","AGEV","Geva Airport",
"GEG","KGEG","Spokane International Airport",
"GEL","SBNM","Santo ?,ngelo Airport|Sep?? Tiaraju Airport",
"GEM","FGMY","President Obiang Nguema International Airport",
"GEO","SYCJ","Cheddi Jagan International Airport",
"GER","MUNG","Rafael Cabrera Mustelier Airport",
"GES","RPMR","General Santos International Airport",
"GET","YGEL","Geraldton Airport",
"GEV","ESNG","G??llivare Airport",
"GEW","AYGC","Gewoia Airport",
"GEX","YGLG","Geelong Airport",
"GEY","KGEY","South Big Horn County Airport",
"GFD","KGFD","Pope Field |Pope Field",
"GFF","YGTH","Griffith Airport",
"GFK","KGFK","Grand Forks International Airport",
"GFL","KGFL","Floyd Bennett Memorial Airport",
"GFN","YGFN","Clarence Valley Regional Airport",
"GFO","SYBT","Bartica Airport",
"GFR","LFRF","{{Interlanguage link multi|Granville??""Mont-Saint-Michel Aerodrome|fr|3=A??rodrome de Granville-Mont-Saint-Michel}}",
"GFY","FYGF","Grootfontein Air Base",
"GGD","YGDS","Gregory Downs Airport",
"GGE","KGGE","Georgetown County Airport",
"GGG","KGGG","East Texas Regional Airport",
"GGM","HKKG","Kakamega Airport",
"GGN","DIGA","Gagnoa Airport",
"GGO","DIGL","Guiglo Airport",
"GGS","SAWR","Gobernador Gregores Airport",
"GGW","KGGW","Glasgow Airport , ""Glasgow, Montana|Glasgow",
"GHA","DAUG","Noum??rat ??"" Moufdi Zakaria Airport",
"GHB","MYEM","Governor's Harbour Airport",
"GHC","MYBG","Great Harbour Cay Airport",
"GHF","ETEU","Giebelstadt Airport",
"GHM","KGHM","Centerville Municipal Airport |Centerville Municipal Airport",
"GHN","ZUGH","Guanghan Airport",
"GHT","HLGT","Ghat Airport",
"GHU","SAAG","Gualeguaych?? Airport",
"GIB","LXGB","Gibraltar International Airport",
"GIC","YBOI","Boigu Island Airport",
"GID","HBBE","Gitega Airport",
"GIF","KGIF","Winter Haven's Gilbert Airport",
"GIG","SBGL","Rio de Janeiro??""Gale??o International Airport",
"GII","GUSI","Siguiri Airport",
"GIL","OPGT","Gilgit Airport",
"GIR","SKGI","Santiago Vila Airport",
"GIS","NZGS","Gisborne Airport",
"GIU","VCCS","Sigiriya Airport",
"GIY","FAGI","Giyani Airport",
"GIZ","OEGN","Jizan Regional Airport",
"GJA","MHNJ","Guanaja Airport",
"GJL","DAAV","Jijel Ferhat Abbas Airport",
"GJM","SBGM","Guajar?!-Mirim Airport",
"GJR","BIGJ","Gj??gur Airport",
"GJT","KGJT","Grand Junction Regional Airport",
"GKA","AYGA","Goroka Airport",
"GKD","LTFK","G??k??eada Airport",
"GKE","ETNG","NATO Air Base Geilenkirchen",
"GKH","VNGK","Palungtar Airport",
"GKK","VRMO","Kooddoo Airport",
"GKL","YGKL","Great Keppel Island Airport",
"GKN","PAGK","Gulkana Airport",
"GKT","KGKT","Gatlinburg??""Pigeon Forge Airport",
"GLA","EGPF","Glasgow Airport",
"GLD","KGLD","Goodland Municipal Airport",
"GLE","KGLE","Gainesville Municipal Airport",
"GLF","MRGF","Golfito Airport",
"GLG","YGLE","Glengyle Airport",
"GLH","KGLH","Mid-Delta Regional Airport",
"GLI","YGLI","Glen Innes Airport",
"GLK","HCMR","Abdullahi Yusuf International Airport",
"GLL","ENKL","Gol Airport, Klanten",
"GLO","EGBJ","Gloucestershire Airport",
"GLP","AYUP","Gulgubip Airport",
"GLR","KGLR","Gaylord Regional Airport",
"GLS","KGLS","Scholes International Airport at Galveston",
"GLT","YGLA","Gladstone Airport",
"GLU","VQGP","Gelephu Airport",
"GLV","PAGL","Golovin Airport",
"GLW","KGLW","Glasgow Municipal Airport",
"GLX","WAMA","Gamarmalamo Airport",
"GLZ","EHGR","Gilze-Rijen Air Base",
"GMA","FZFK","Gemena Airport",
"GMB","HAGM","Gambela Airport",
"GMD","GMMB","Ben Slimane Airport",
"GME","UMGG","Gomel Airport",
"GMI","AYGT","Gasmata Airport",
"GMM","FCOG","Gamboma Airport",
"GMN","NZGM","Greymouth Airport",
"GMO","DNGO","Gombe Lawanti International Airport",
"GMP","RKSS","Gimpo International Airport",
"GMQ","ZLGL","Golog Maqin Airport",
"GMR","NTGJ","Totegegie Airport",
"GMS","SNGM","Guimar??es Airport",
"GMT","PAGZ","Granite Mountain Air Station",
"GMU","KGMU","Greenville Downtown Airport",
"GMZ","GCGM","La Gomera Airport",
"GNA","UMMG","Hrodna Airport|Grodno Airport",
"GNB","LFLS","Grenoble??""Is??re Airport",
"GND","TGPY","Maurice Bishop International Airport",
"GNG","KGNG","Gooding Municipal Airport",
"GNI","RCGI","Lyudao Airport",
"GNM","SNGI","Guanambi Airport",
"GNN","HAGH","Ghinnir Airport|Ginir Airport",
"GNR","SAHR","Dr. Arturo Umberto Illia Airport",
"GNS","WIMB","Binaka Airport",
"GNT","KGNT","Grants-Milan Municipal Airport",
"GNV","KGNV","Gainesville Regional Airport",
"GNY","LTCS","??anl??urfa GAP Airport",
"GNZ","FBGZ","Ghanzi Airport",
"GOA","LIMJ","Genoa Cristoforo Colombo Airport",
"GOB","HAGB","Robe Airport",
"GOC","AYGX","Gora Airport",
"GOG","FYGB","Gobabis Airport",
"GOH","BGGH","Nuuk Airport",
"GOI","VOGO","Goa International Airport",
"GOJ","UWGG","Nizhny Novgorod International Airport",
"GOK","KGOK","Guthrie??""Edmond Regional Airport",
"GOM","FZNA","Goma International Airport",
"GON","KGON","Groton??""New London Airport",
"GOP","VEGK","Gorakhpur Airport",
"GOQ","ZLGM","Golmud Airport",
"GOR","HAGR","Gore Airport",
"GOT","ESGG","G??teborg Landvetter Airport",
"GOU","FKKR","Garoua International Airport",
"GOV","YPGV","Gove Airport",
"GOZ","LBGO","Gorna Oryahovitsa Airport",
"GPA","LGRX","Araxos Airport",
"GPB","SBGU","Guarapuava Airport|Tancredo Thomas de Faria Airport",
"GPD","YGON","Mount Gordon Airport",
"GPI","SKGP","Guapi Airport",
"GPL","MRGP","Gu?!piles Airport",
"GPN","YGPT","Garden Point Airport",
"GPO","SAZG","General Pico Airport",
"GPS","SEGS","Seymour Airport",
"GPT","KGPT","Gulfport??""Biloxi International Airport",
"GQQ","KGQQ","Galion Municipal Airport",
"GRB","KGRB","Austin Straubel International Airport",
"GRD","KGRD","Greenwood County Airport",
"GRE","KGRE","Greenville Airport",
"GRF","KGRF","Gray Army Airfield",
"GRG","OAGZ","Gardez Airport",
"GRI","KGRI","Central Nebraska Regional Airport",
"GRJ","FAGG","George Airport",
"GRK","KGRK","Killeen??""Fort Hood Regional Airport"" / ""Robert Gray Army Airfield",
"GRL","AYGG","Garasa Airport",
"GRM","KCKC","Grand Marais/Cook County Airport",
"GRN","KGRN","Gordon Municipal Airport",
"GRO","LEGE","Girona??""Costa Brava Airport",
"GRP","SWGI","Gurupi Airport",
"GRQ","EHGG","Groningen Airport Eelde",
"GRR","KGRR","Gerald R. Ford International Airport",
"GRS","LIRS","Grosseto Airport",
"GRU","SBGR","S??o Paulo??""Guarulhos International Airport",
"GRV","URMG","Grozny Airport",
"GRW","LPGR","Graciosa Airport",
"GRX","LEGR","Federico Garc??a Lorca Airport",
"GRY","BIGR","Gr??msey Airport",
"GRZ","LOWG","Graz Airport",
"GSA","WBKN","Long Pasia Airport",
"GSB","KGSB","Seymour Johnson Air Force Base",
"GSC","YGSC","Gascoyne Junction Airport",
"GSE","ESGP","G??teborg City Airport",
"GSH","KGSH","Goshen Municipal Airport",
"GSI","SOGS","Grand-Santi Airport",
"GSJ","MGSJ","San Jos?? Airport |San Jos?? Airport",
"GSM","OIKQ","Dayrestan Airport",
"GSN","YMGN","Mount Gunson Airport",
"GSO","KGSO","Piedmont Triad International Airport",
"GSP","KGSP","Greenville??""Spartanburg International Airport",
"GSR","HCMG","Qardho Airport",
"GST","PAGS","Gustavus Airport",
"GSU","HSGF","Azaza Airport",
"GTA","AGOK","Gatokae Aerodrome",
"GTE","YGTE","Groote Eylandt Airport",
"GTF","KGTF","Great Falls International Airport",
"GTG","KGTG","Grantsburg Municipal Airport",
"GTI","EDCG","R??gen Airport",
"GTN","NZGT","Glentanner Aerodrome",
"GTO","WAMG","Jalaluddin Airport",
"GTR","KGTR","Golden Triangle Regional Airport",
"GTT","YGTN","Georgetown Airport |Georgetown Airport",
"GTW","LKHO","Hole?!ov Airport",
"GUA","MGGT","La Aurora International Airport",
"GUB","MMGR","Guerrero Negro Airport",
"GUC","KGUC","Gunnison??""Crested Butte Regional Airport",
"GUD","GAGM","Goundam Airport",
"GUF","KJKA","Jack Edwards Airport",
"GUG","AYGF","Guari Airport",
"GUH","YGDH","Gunnedah Airport",
"GUI","SVGI","G??iria Airport",
"GUJ","SBGW","Guaratinguet?! Airport",
"GUL","YGLB","Goulburn Airport",
"GUM","PGUM","Antonio B. Won Pat International Airport",
"GUP","KGUP","Gallup Municipal Airport",
"GUQ","SVGU","Guanare Airport",
"GUR","AYGN","Gurney Airport",
"GUS","KGUS","Grissom Air Reserve Base",
"GUT","ETUO","RAF G??tersloh",
"GUU","BIGF","Grundarfj??r??ur Airport",
"GUV","AYML","Mougulu Airport",
"GUW","UATG","Atyrau Airport",
"GUX","VAGN","Guna Airport",
"GUY","KGUY","Guymon Municipal Airport",
"GUZ","SNGA","Guarapari Airport",
"GVA","LSGG","Geneva Airport",
"GVE","KGVE","Gordonsville Municipal Airport",
"GVI","AYGV","Green River Airport",
"GVL","KGVL","Lee Gilmer Memorial Airport",
"GVN","UHKM","Sovetskaya Gavan Airport",
"GVP","YGNV","Greenvale Airport",
"GVR","SBGV","Governador Valadares Airport|Coronel Altino Machado de Oliveira Airport",
"GVT","KGVT","Majors Airport",
"GVX","ESSK","G??vle-Sandviken Airport",
"GWA","VYGW","Gwa Airport",
"GWD","OPGD","Gwadar International Airport",
"GWE","FVTL","Thornhill Air Base",
"GWL","VIGR","Rajmata Vijaya Raje Scindia Air Terminal|Rajmata Vijaya Raje Scindia Airport",
"GWO","KGWO","Greenwood??""Leflore Airport",
"GWS","KGWS","Glenwood Springs Municipal Airport",
"GWT","EDXW","Sylt Airport"" |Sylt",
"GWY","EICM","Galway Airport",
"GXF","OYSY","Sayun Airport",
"GXG","FNNG","Negage Airport",
"GXH","ZLXH","Gannan Xiahe Airport",
"GXQ","SCCY","Teniente Vidal Airfield",
"GXX","FKKJ","Yagoua Airport",
"GXY","KGXY","Greeley??""Weld County Airport",
"GYA","SLGY","Guayaramer??n Airport",
"GYD","UBBB","Heydar Aliyev International Airport",
"GYE","SEGU","Jos?? Joaqu??n de Olmedo International Airport",
"GYG","UEMM","Magan Airport",
"GYI","HRYG","Gisenyi Airport",
"GYL","YARG","Argyle Airport",
"GYM","MMGM","General Jos?? Mar??a Y?!??ez International Airport",
"GYN","SBGO","Santa Genoveva Airport",
"GYP","YGYM","Gympie Airport",
"GYR","KGYR","Phoenix Goodyear Airport",
"GYS","ZUGU","Guangyuan Panlong Airport",
"GYU","ZLGY","Guyuan Liupanshan Airport",
"GYY","KGYY","Gary/Chicago International Airport",
"GZA","LVGZ","Yasser Arafat International Airport",
"GZI","OAGN","Ghazni Airport",
"GZO","AGGN","Nusatupe Airport",
"GZP","LTFG","Gazipa??a Airport|Gazipa??a??""Alanya Airport",
"GZT","LTAJ","O??uzeli Airport|Gaziantep O??uzeli International Airport",
"GZW","OIIK","Qazvin Airport",
"HAA","ENHK","Hasvik Airport",
"HAB","KHAB","Marion County ??"" Rankin Fite Airport",
"HAC","RJTH","Hachijojima Airport",
"HAD","ESMT","Halmstad Airport",
"HAF","KHAF","Half Moon Bay Airport",
"HAH","FMCH","Prince Said Ibrahim International Airport",
"HAI","KHAI","Three Rivers Municipal Airport",
"HAJ","EDDV","Hannover Airport",
"HAK","ZJHK","Haikou Meilan International Airport",
"HAL","FYHI","Halali Airport",
"HAM","EDDH","Hamburg Airport",
"HAN","VVNB","Noi Bai International Airport",
"HAO","KHAO","Butler County Regional Airport",
"HAQ","VRMH","Hanimaadhoo International Airport",
"HAR","KCXY","Capital City Airport , ""Harrisburg, Pennsylvania|Harrisburg",
"HAS","OEHL","Ha'il Regional Airport",
"HAT","YHTL","Heathlands Airport",
"HAU","ENHD","Haugesund Airport, Karm??y",
"HAV","MUHA","Jos?? Mart?? International Airport",
"HAW","EGFE","Haverfordwest Aerodrome",
"HBA","YMHB","Hobart International Airport",
"HBE","HEBA","Borg El Arab Airport",
"HBG","KHBG","Hattiesburg Bobby L. Chain Municipal Airport",
"HBR","KHBR","Hobart Regional Airport",
"HBU","ZMBS","Bulgan Airport, Khovd",
"HCA","KBPG","Big Spring McMahon??""Wrinkle Airport",
"HCJ","ZGHC","Hechi Jinchengjiang Airport",
"HCM","HCME","Eyl Airport",
"HCN","RCKW","Hengchun Airport",
"HCQ","YHLC","Halls Creek Airport",
"HCR","PAHC","Holy Cross Airport",
"HCW","KCQW","Cheraw Municipal Airport",
"HDD","OPKD","Hyderabad Airport |Hyderabad Airport",
"HDE","KHDE","Brewster Field",
"HDF","EDAH","Heringsdorf Airport",
"HDG","ZBHD","Handan Airport",
"HDH","PHDH","Dillingham Airfield",
"HDM","OIHH","Hamadan Airport",
"HDN","KHDN","Yampa Valley Airport",
"HDR","OIKP","Havadarya Airport",
"HDS","FAHS","Air Force Base Hoedspruit",
"HDY","VTSS","Hat Yai International Airport",
"HEA","OAHR","Herat International Airport",
"HEB","VBHD","Hinthada Airport",
"HEE","KHEE","Thompson??""Robbins Airport",
"HEH","VYHH","Heho Airport",
"HEI","EDXB","Heide??""B??sum Airport",
"HEK","ZYHE","Heihe Airport",
"HEL","EFHK","Helsinki Airport",
"HEM","EFHF","Helsinki-Malmi Airport",
"HER","LGIR","Heraklion International Airport",
"HES","KHRI","Hermiston Municipal Airport",
"HET","ZBHH","Hohhot Baita International Airport",
"HEZ","KHEZ","Natchez??""Adams County Airport",
"HFA","LLHA","Haifa Airport",
"HFD","KHFD","Hartford??""Brainard Airport",
"HFE","ZSOF","Hefei Xinqiao International Airport",
"HFF","KHFF","Camp Mackall|Mackall Army Airfield",
"HFN","BIHN","Hornafj??r??ur Airport",
"HFS","ESOH","Hagfors Airport",
"HFT","ENHF","Hammerfest Airport",
"HGA","HCMH","Hargeisa International Airport",
"HGD","YHUG","Hughenden Airport",
"HGE","SVHG","Higuerote",
"HGH","ZSHC","Hangzhou Xiaoshan International Airport",
"HGI","HSFA","Paloich Airport",
"HGL","EDXH","Heligoland Airport",
"HGN","VTCH","Mae Hong Son Airport",
"HGO","DIKO","Korhogo Airport",
"HGR","KHGR","Hagerstown Regional Airport",
"HGS","GFHA","Hastings Airport |Hastings Airport",
"HGU","AYMH","Mount Hagen Airport",
"HHE","RJSH","JMSDF Hachinohe Air Base",
"HHH","KHXD","Hilton Head Airport",
"HHI","PHHI","Wheeler Army Airfield",
"HHN","EDFH","Frankfurt??""Hahn Airport",
"HHQ","VTPH","Hua Hin Airport",
"HHR","KHHR","Hawthorne Municipal Airport , ""Hawthorne, California|Hawthorne",
"HHZ","NTGH","Hikueru Airport",
"HIA","ZSSH","Huai'an Lianshui Airport",
"HIB","KHIB","Range Regional Airport",
"HID","YHID","Horn Island Airport",
"HIE","KHIE","Mount Washington Regional Airport",
"HIF","KHIF","Hill Air Force Base",
"HIG","YHHY","Highbury Airport",
"HII","KHII","Lake Havasu City Airport",
"HIJ","RJOA","Hiroshima Airport",
"HIL","HASL","Shilavo Airport",
"HIM","VCCH","Hingurakgoda Airport",
"HIN","RKPS","Sacheon Airport",
"HIO","KHIO","Hillsboro Airport",
"HIR","AGGH","Honiara International Airport",
"HIT","AYHO","Haivaro Airport",
"HIW","RJBH","Hiroshima??""Nishi Airport",
"HJJ","ZGCJ","Huaihua Zhijiang Airport",
"HJR","VAKJ","Civil Aerodrome Khajuraho",
"HJT","ZMHU","Khujirt Airport",
"HKA","KHKA","Blytheville Municipal Airport",
"HKD","RJCH","Hakodate Airport",
"HKG","VHHH","Hong Kong International Airport",
"HKK","NZHK","Hokitika Airport",
"HKN","AYHK","Hoskins Airport",
"HKS","KHKS","Hawkins Field |Hawkins Field",
"HKT","VTSP","Phuket International Airport",
"HKV","LBHS","Haskovo Malevo Airport",
"HKY","KHKY","Hickory Regional Airport",
"HLA","FALA","Lanseria International Airport",
"HLB","KHLB","Hillenbrand Industries Airport",
"HLC","KHLC","Hill City Municipal Airport",
"HLD","ZBLA","Hulunbuir Hailar Airport",
"HLE","FHSH","Saint Helena Airport",
"HLF","ESSF","Hultsfred Airport|Hultsfred-Vimmerby Airport",
"HLG","KHLG","Wheeling Ohio County Airport",
"HLH","ZBUL","Ulanhot Airport",
"HLI","KCVH","Hollister Municipal Airport",
"HLL","YHIL","Hillside Airport |Hillside Airport",
"HLM","KHLM","Park Township Airport",
"HLN","KHLN","Helena Regional Airport",
"HLP","WIHH","Halim Perdanakusuma Airport|Halim Perdanakusuma International Airport",
"HLR","KHLR","Hood Army Airfield",
"HLS","YSTH","St Helens Airport",
"HLT","YHML","Hamilton Airport |Hamilton Airport",
"HLW","FAHL","Hluhluwe Airport",
"HLZ","NZHN","Hamilton Airport |Hamilton Airport",
"HMA","USHH","Khanty-Mansiysk Airport",
"HMB","HEMK","Sohag International Airport",
"HME","DAUH","Oued Irara??""Krim Belkacem Airport",
"HMG","YHMB","Hermannsburg Airport",
"HMI","ZWHM","Hami Airport",
"HMJ","UKLH","Khmelnytskyi Airport",
"HMN","KHMN","Holloman Air Force Base",
"HMO","MMHO","Hermosillo International Airport|General Ignacio Pesqueira Garc??a International Airport",
"HMR","ENHA","Hamar Airport, Stafsberg",
"HMT","KHMT","Hemet-Ryan Airport",
"HMV","ESUT","Hemavan Airport|Hemavan T??rnaby Airport",
"HMY","RKTP","Seosan Air Base",
"HNA","RJSI","Hanamaki Airport",
"HNB","KHNB","Huntingburg Airport",
"HNC","KHSE","Billy Mitchell Airport",
"HND","RJTT","Haneda Airport",
"HNH","PAOH","Hoonah Airport",
"HNL","PHNL","Honolulu International Airport",
"HNM","PHHN","Hana Airport",
"HNS","PAHN","Haines Airport",
"HNY","ZGHY","Hengyang Nanyue Airport",
"HOA","HKHO","Hola Airport",
"HOB","KHOB","Lea County Regional Airport",
"HOD","OYHD","Hodeida International Airport",
"HOE","VLHS","Ban Huoeisay Airport",
"HOF","OEAH","Al-Ahsa International Airport",
"HOG","MUHG","Frank Pa??s Airport",
"HOH","LOIH","Hohenems-Dornbirn Airport",
"HOI","NTTO","Hao Airport",
"HOK","YHOO","Hooker Creek Airport",
"HOM","PAHO","Homer Airport",
"HON","KHON","Huron Regional Airport",
"HOP","KHOP","Campbell Army Airfield",
"HOQ","EDQM","Hof??""Plauen Airport",
"HOR","LPHR","Horta Airport",
"HOS","SAHC","Chos Malal Airport",
"HOT","KHOT","Memorial Field Airport",
"HOU","KHOU","William P. Hobby Airport",
"HOV","ENOV","??rsta??""Volda Airport, Hovden",
"HOX","VYHL","Homalin Airport",
"HPA","NFTL","Lifuka Island Airport",
"HPB","PAHP","Hooper Bay Airport",
"HPG","ZHSN","Shennongjia Hongping Airport",
"HPH","VVCI","Cat Bi International Airport",
"HPN","KHPN","Westchester County Airport",
"HPT","KHPT","Hampton Municipal Airport",
"HPY","KHPY","Baytown Airport",
"HQM","KHQM","Bowerman Airport",
"HRB","ZYHB","Harbin Taiping International Airport",
"HRE","FVHA","Harare International Airport",
"HRG","HEGN","Hurghada International Airport",
"HRI","VCRI","Mattala Rajapaksa International Airport",
"HRK","UKHH","Kharkiv International Airport",
"HRL","KHRL","Valley International Airport",
"HRM","DAFH","Hassi R'Mel Airport",
"HRO","KHRO","Boone County Airport |Boone County Airport",
"HRS","FAHR","Harrismith Airport",
"HRT","EGXU","RAF Linton-on-Ouse",
"HRY","YHBY","Henbury Airport",
"HRZ","SSHZ","Horizontina Airport",
"HSB","KHSB","Harrisburg-Raleigh Airport",
"HSG","RJFS","Saga Airport",
"HSH","KHND","Henderson Executive Airport",
"HSI","KHSI","Hastings Municipal Airport",
"HSK","LEHC","Huesca??""Pirineos Airport",
"HSL","PAHL","Huslia Airport",
"HSM","YHSM","Horsham Airport",
"HSN","ZSZS","Zhoushan Putuoshan Airport",
"HSP","KHSP","Ingalls Field",
"HSS","VIHR","Hisar Airport",
"HST","KHST","Homestead Air Reserve Base",
"HSV","KHSV","Huntsville International Airport",
"HSZ","RCPO","Hsinchu Air Base",
"HTA","UIAA","Kadala Airport|Chita International Airport",
"HTG","UOHH","Khatanga Airport",
"HTH","KHTH","Hawthorne Industrial Airport",
"HTI","YBHM","Great Barrier Reef Airport",
"HTL","KHTL","Roscommon County??""Blodgett Memorial Airport",
"HTM","ZMHG","Khatgal Airport",
"HTN","ZWTN","Hotan Airport",
"HTO","KHTO","East Hampton Airport",
"HTR","RORH","Hateruma Airport",
"HTS","KHTS","Tri-State Airport",
"HTU","YHPN","Hopetoun Airport",
"HTV","KUTS","Huntsville Municipal Airport , ""Huntsville, Texas|Huntsville",
"HTW","KHTW","Lawrence County Airpark",
"HTZ","SKHC","Hato Corozal Airport",
"HUA","KHUA","Redstone Army Airfield",
"HUB","YHBR","Humbert River Airport",
"HUE","HAHU","Humera Airport",
"HUF","KHUF","Terre Haute International Airport",
"HUG","MGHT","Huehuetenango Airport",
"HUH","NTTH","Huahine ??"" Fare Airport",
"HUI","VVPB","Phu Bai International Airport",
"HUJ","KHHW","Stan Stamper Municipal Airport",
"HUL","KHUL","Houlton International Airport",
"HUM","KHUM","Houma??""Terrebonne Airport",
"HUN","RCYU","Hualien Airport",
"HUO","ZBHZ","Holingol Huolinhe Airport",
"HUQ","HLON","Hun Airport",
"HUS","PAHU","Hughes Airport |Hughes Airport",
"HUT","KHUT","Hutchinson Municipal Airport |Hutchinson Municipal Airport",
"HUU","SPNC","Alf??rez FAP David Figueroa Fernandini Airport",
"HUV","ESNH","Hudiksvall Airport",
"HUW","SWHT","Humait?! Airport|Francisco Correa da Cruz Airport",
"HUX","MMBT","Bah??as de Huatulco International Airport",
"HUY","EGNJ","Humberside Airport",
"HUZ","ZGHZ","Huizhou Pingtan Airport",
"HVA","FMNL","Analalava Airport",
"HVB","YHBA","Hervey Bay Airport",
"HVD","ZMKD","Khovd Airport",
"HVE","KHVE","Hanksville Airport",
"HVG","ENHV","Honningsv??g Airport, Valan",
"HVK","BIHK","H??lmav??k Airport",
"HVN","KHVN","Tweed New Haven Airport",
"HVR","KHVR","Havre City??""County Airport",
"HVS","KHVS","Hartsville Regional Airport",
